year,country,happiness_rank,happiness_score,gdp,social_support,health,freedom,generosity,corruption
2016,Togo,155,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587
2016,Syria,156,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233
2016,Burundi,157,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419
2017,Norway,1,7.537,1.61646,1.53352,0.79667,0.63542,0.36201,0.31596
2017,Denmark,2,7.522,1.48238,1.55112,0.79257,0.62601,0.35528,0.40077
2017,Iceland,3,7.504,1.48063,1.61057,0.83355,0.62716,0.47554,0.15353
2017,Switzerland,4,7.494,1.56498,1.51691,0.85813,0.62007,0.29055,0.36701
2017,Finland,5,7.469,1.44357,1.54025,0.80916,0.61795,0.24548,0.38261
2017,Netherlands,6,7.377,1.50394,1.42894,0.8107,0.58538,0.47049,0.28266
2017,Canada,7,7.316,1.4792,1.48135,0.83456,0.6111,0.43554,0.28737
2017,New Zealand,8,7.314,1.40571,1.5482,0.81676,0.61406,0.50001,0.38282
2017,Sweden,9,7.284,1.49439,1.47816,0.83088,0.61292,0.3854,0.3844
2017,Australia,10,7.284,1.48441,1.51004,0.84389,0.60161,0.4777,0.30118
2017,Israel,11,7.213,1.37538,1.37629,0.8384,0.40599,0.33008,0.08524
2017,Costa Rica,12,7.079,1.10971,1.4164,0.75951,0.58013,0.21461,0.10011
2017,Austria,13,7.006,1.4871,1.45994,0.81533,0.56777,0.31647,0.22106
2017,United States,14,6.993,1.54626,1.41992,0.77429,0.50574,0.39258,0.13564
2017,Ireland,15,6.977,1.53571,1.55823,0.80978,0.57311,0.42786,0.29839
2017,Germany,16,6.951,1.48792,1.47252,0.79895,0.56251,0.33627,0.27673
2017,Belgium,17,6.891,1.46378,1.46231,0.81809,0.53977,0.2315,0.25134
2017,Luxembourg,18,6.863,1.74194,1.45758,0.84509,0.59663,0.28318,0.31883
2017,United Kingdom,19,6.714,1.44163,1.49646,0.80534,0.50819,0.49277,0.26543
2017,Chile,20,6.652,1.25278,1.28402,0.81948,0.3769,0.32666,0.08229
2017,United Arab Emirates,21,6.648,1.62634,1.26641,0.7268,0.60835,0.36094,0.32449
2017,Brazil,22,6.635,1.10735,1.43131,0.61655,0.43745,0.16235,0.11109
2017,Czech Republic,23,6.609,1.35268,1.43389,0.75444,0.49095,0.08811,0.03687
2017,Argentina,24,6.599,1.1853,1.44045,0.69514,0.49452,0.10946,0.05974
2017,Mexico,25,6.578,1.15318,1.21086,0.70998,0.41273,0.12099,0.13277
2017,Singapore,26,6.572,1.69228,1.35381,0.94949,0.54984,0.34597,0.46431
2017,Malta,27,6.527,1.34328,1.48841,0.82194,0.58877,0.57473,0.15307
2017,Uruguay,28,6.454,1.21756,1.41223,0.71922,0.57939,0.1751,0.17806
2017,Guatemala,29,6.454,0.872,1.25559,0.54024,0.53131,0.28349,0.07722
2017,Panama,30,6.452,1.23375,1.37319,0.70616,0.55003,0.21056,0.07098
2017,France,31,6.442,1.43092,1.38778,0.84447,0.47022,0.12976,0.1725
2017,Thailand,32,6.424,1.12787,1.42579,0.64724,0.5802,0.57212,0.03161
2017,Taiwan Province of China,33,6.422,1.43363,1.38457,0.79398,0.36147,0.25836,0.06383
2017,Spain,34,6.403,1.3844,1.53209,0.88896,0.40878,0.19013,0.07091
2017,Qatar,35,6.375,1.87077,1.2743,0.7101,0.60413,0.33047,0.4393
2017,Colombia,36,6.357,1.07062,1.40218,0.59503,0.47749,0.14901,0.04667
2017,Saudi Arabia,37,6.344,1.53062,1.28668,0.59015,0.44975,0.14762,0.27343
2017,Trinidad and Tobago,38,6.168,1.36136,1.38023,0.51998,0.51863,0.3253,0.00896
2017,Kuwait,39,6.105,1.63295,1.2597,0.63211,0.49634,0.22829,0.21516
2017,Slovakia,40,6.098,1.32539,1.50506,0.71273,0.29582,0.13654,0.02421
2017,Bahrain,41,6.087,1.48841,1.32311,0.65313,0.53675,0.17267,0.25704
2017,Malaysia,42,6.084,1.29122,1.28465,0.61878,0.40226,0.41661,0.0656
2017,Nicaragua,43,6.071,0.7373,1.28722,0.6531,0.44755,0.30167,0.13069
2017,Ecuador,44,6.008,1.00082,1.28617,0.68564,0.4552,0.15011,0.14013
2017,El Salvador,45,6.003,0.90978,1.18213,0.59602,0.43245,0.07826,0.08998
2017,Poland,46,5.973,1.29179,1.44571,0.69948,0.52034,0.15847,0.05931
2017,Uzbekistan,47,5.971,0.78644,1.54897,0.49827,0.65825,0.41598,0.24653
2017,Italy,48,5.964,1.39507,1.44492,0.85314,0.25645,0.17279,0.02803
2017,Russia,49,5.963,1.28178,1.46928,0.54735,0.37378,0.05226,0.03296
2017,Belize,50,5.956,0.90798,1.08142,0.45019,0.54751,0.24002,0.09658
2017,Japan,51,5.92,1.41692,1.43634,0.91348,0.50563,0.12057,0.16376
2017,Lithuania,52,5.902,1.31458,1.47352,0.62895,0.23423,0.01016,0.01187
2017,Algeria,53,5.872,1.09186,1.14622,0.61758,0.23334,0.06944,0.1461
2017,Latvia,54,5.85,1.26075,1.40471,0.63857,0.32571,0.15307,0.07384
2017,South Korea,55,5.838,1.40168,1.12827,0.90021,0.25792,0.20667,0.06328
2017,Moldova,56,5.838,0.72887,1.25183,0.58947,0.24073,0.20878,0.01009
2017,Romania,57,5.825,1.21768,1.15009,0.68516,0.457,0.13352,0.00439
2017,Bolivia,58,5.823,0.83376,1.22762,0.47363,0.55873,0.22556,0.06048
2017,Turkmenistan,59,5.822,1.13078,1.49315,0.43773,0.41827,0.24992,0.25927
2017,Kazakhstan,60,5.819,1.28456,1.38437,0.60604,0.43745,0.20196,0.11928
2017,North Cyprus,61,5.81,1.34691,1.1863,0.83465,0.4712,0.26685,0.15535
2017,Slovenia,62,5.758,1.34121,1.45252,0.79083,0.57258,0.24265,0.04513
2017,Peru,63,5.715,1.03523,1.21877,0.63017,0.45,0.12682,0.04705
2017,Mauritius,64,5.629,1.1894,1.20956,0.63801,0.49125,0.36093,0.04218
2017,Cyprus,65,5.621,1.35594,1.13136,0.84471,0.35511,0.27125,0.04124
2017,Estonia,66,5.611,1.32088,1.47667,0.69517,0.47913,0.09889,0.18325
2017,Belarus,67,5.569,1.15656,1.44495,0.63771,0.2954,0.15514,0.15631
2017,Libya,68,5.525,1.1018,1.35756,0.52017,0.46573,0.15207,0.09261
2017,Turkey,69,5.5,1.19827,1.33775,0.63761,0.30074,0.04669,0.09967
2017,Paraguay,70,5.493,0.93254,1.50728,0.57925,0.47351,0.22415,0.09107
2017,"Hong Kong S.A.R., China",71,5.472,1.55167,1.26279,0.94306,0.49097,0.37447,0.29393
2017,Philippines,72,5.43,0.8577,1.25392,0.46801,0.58521,0.19351,0.09933
2017,Serbia,73,5.395,1.06932,1.25819,0.65078,0.20872,0.22013,0.0409
2017,Jordan,74,5.336,0.99101,1.23909,0.60459,0.41842,0.17217,0.1198
2017,Hungary,75,5.324,1.28601,1.34313,0.68776,0.17586,0.0784,0.03664
2017,Jamaica,76,5.311,0.92558,1.36822,0.64102,0.47431,0.23382,0.05527
2017,Croatia,77,5.293,1.22256,0.96798,0.70129,0.25577,0.248,0.0431
2017,Kosovo,78,5.279,0.95148,1.13785,0.54145,0.26029,0.31993,0.05747
2017,China,79,5.273,1.08117,1.16084,0.74142,0.47279,0.02881,0.02279
2017,Pakistan,80,5.269,0.72688,0.67269,0.40205,0.23522,0.31545,0.12435
2017,Indonesia,81,5.262,0.99554,1.27444,0.49235,0.44332,0.6117,0.01532
2017,Venezuela,82,5.25,1.12843,1.43134,0.61714,0.154,0.06502,0.06449
2017,Montenegro,83,5.237,1.12113,1.23838,0.66746,0.19499,0.19791,0.08817
2017,Morocco,84,5.235,0.87811,0.77486,0.59771,0.40816,0.03221,0.08776
2017,Azerbaijan,85,5.234,1.1536,1.1524,0.54078,0.39816,0.04527,0.18099
2017,Dominican Republic,86,5.23,1.07937,1.40242,0.57487,0.55259,0.18697,0.11395
2017,Greece,87,5.227,1.28949,1.23941,0.8102,0.09573,0.0,0.04329
2017,Lebanon,88,5.225,1.07499,1.12962,0.73508,0.28852,0.26445,0.03751
2017,Portugal,89,5.195,1.31518,1.36704,0.79584,0.49847,0.0951,0.01587
2017,Bosnia and Herzegovina,90,5.182,0.98241,1.06934,0.70519,0.2044,0.32887,0.0
2017,Honduras,91,5.181,0.73057,1.14394,0.58257,0.34808,0.23619,0.07335
2017,Macedonia,92,5.175,1.06458,1.20789,0.64495,0.32591,0.25376,0.06028
2017,Somalia,93,5.151,0.02264,0.72115,0.11399,0.60213,0.29163,0.28241
2017,Vietnam,94,5.074,0.78855,1.27749,0.65217,0.57106,0.23497,0.08763
2017,Nigeria,95,5.074,0.78376,1.21577,0.05692,0.39495,0.23095,0.02612
2017,Tajikistan,96,5.041,0.52471,1.27146,0.52924,0.47157,0.249,0.14638
2017,Bhutan,97,5.011,0.88542,1.34013,0.49588,0.50154,0.47405,0.17338
2017,Kyrgyzstan,98,5.004,0.59622,1.39424,0.55346,0.45494,0.42858,0.03944
2017,Nepal,99,4.962,0.47982,1.17928,0.50413,0.44031,0.3941,0.07298
2017,Mongolia,100,4.955,1.02724,1.49301,0.55778,0.39414,0.33846,0.0329
2017,South Africa,101,4.829,1.0547,1.38479,0.18708,0.47925,0.13936,0.07251
2017,Tunisia,102,4.805,1.00727,0.86835,0.61321,0.28968,0.04969,0.08672
2017,Palestinian Territories,103,4.775,0.71625,1.15565,0.56567,0.25471,0.11417,0.08928
2017,Egypt,104,4.735,0.9897,0.99747,0.52019,0.28211,0.12863,0.11438
2017,Bulgaria,105,4.714,1.16146,1.43438,0.70822,0.28923,0.11318,0.01105
2017,Sierra Leone,106,4.709,0.36842,0.98414,0.00556,0.3187,0.29304,0.0711
2017,Cameroon,107,4.695,0.56431,0.94602,0.13289,0.43039,0.2363,0.05131
2017,Iran,108,4.692,1.15687,0.71155,0.63933,0.24932,0.38724,0.04876
2017,Albania,109,4.644,0.99619,0.80369,0.73116,0.3815,0.20131,0.03986
2017,Bangladesh,110,4.608,0.58668,0.73513,0.53324,0.47836,0.17226,0.12372
2017,Namibia,111,4.574,0.96443,1.09847,0.33861,0.5203,0.07713,0.09315
2017,Kenya,112,4.553,0.56048,1.06795,0.30999,0.45276,0.44486,0.06464
2017,Mozambique,113,4.55,0.23431,0.8707,0.10665,0.48079,0.32223,0.17944
2017,Myanmar,114,4.545,0.36711,1.12324,0.39752,0.51449,0.83808,0.18882
2017,Senegal,115,4.535,0.47931,1.17969,0.40936,0.37792,0.18347,0.11546
2017,Zambia,116,4.514,0.63641,1.00319,0.25784,0.4616,0.24958,0.07821
2017,Iraq,117,4.497,1.10271,0.97861,0.50118,0.28856,0.19964,0.10722
2017,Gabon,118,4.465,1.19821,1.15562,0.35658,0.31233,0.04379,0.07605
2017,Ethiopia,119,4.46,0.33923,0.86467,0.35341,0.40884,0.31265,0.16546
2017,Sri Lanka,120,4.44,1.00985,1.25998,0.62513,0.56121,0.49086,0.07365
2017,Armenia,121,4.376,0.9006,1.00748,0.63752,0.1983,0.08349,0.02667
2017,India,122,4.315,0.79222,0.75437,0.45543,0.46999,0.23154,0.09223
2017,Mauritania,123,4.292,0.64846,1.27203,0.28535,0.0961,0.20187,0.13696
2017,Congo (Brazzaville),124,4.291,0.80896,0.83204,0.28996,0.43503,0.12085,0.07962
2017,Georgia,125,4.286,0.95061,0.57061,0.64955,0.30941,0.05401,0.25167
2017,Congo (Kinshasa),126,4.28,0.0921,1.22902,0.19141,0.23596,0.24646,0.06024
2017,Mali,127,4.19,0.47618,1.28147,0.16937,0.30661,0.18335,0.10497
2017,Ivory Coast,128,4.18,0.60305,0.90478,0.04864,0.44771,0.20124,0.13006
2017,Cambodia,129,4.168,0.60177,1.00624,0.42978,0.63338,0.38592,0.06811
2017,Sudan,130,4.139,0.65952,1.21401,0.29092,0.015,0.18232,0.08985
2017,Ghana,131,4.12,0.66722,0.87366,0.29564,0.42303,0.25692,0.02534
2017,Ukraine,132,4.096,0.89465,1.39454,0.5759,0.12297,0.27006,0.02303
2017,Uganda,133,4.081,0.38143,1.12983,0.21763,0.44319,0.32577,0.05707
2017,Burkina Faso,134,4.032,0.35023,1.04328,0.21584,0.32437,0.25086,0.12033
2017,Niger,135,4.028,0.16193,0.99303,0.26851,0.36366,0.22867,0.13857
2017,Malawi,136,3.97,0.23344,0.51257,0.31509,0.46691,0.28717,0.07271
2017,Chad,137,3.936,0.43801,0.95386,0.04113,0.16234,0.21611,0.05358
2017,Zimbabwe,138,3.875,0.37585,1.0831,0.19676,0.33638,0.18914,0.09538
2017,Lesotho,139,3.808,0.52102,1.1901,0.0,0.39066,0.1575,0.11909
2017,Angola,140,3.795,0.85843,1.10441,0.04987,0.0,0.09793,0.06972
2017,Afghanistan,141,3.794,0.40148,0.58154,0.18075,0.10618,0.31187,0.06116
2017,Botswana,142,3.766,1.12209,1.22155,0.34176,0.5052,0.09935,0.09858
2017,Benin,143,3.657,0.43109,0.4353,0.20993,0.42596,0.20795,0.06093
2017,Madagascar,144,3.644,0.30581,0.91302,0.37522,0.1892,0.20873,0.06723
2017,Haiti,145,3.603,0.36861,0.64045,0.27732,0.03037,0.4892,0.09987
2017,Yemen,146,3.593,0.59168,0.93538,0.31008,0.24946,0.10413,0.05677
2017,South Sudan,147,3.591,0.39725,0.60132,0.16349,0.14706,0.28567,0.11679
2017,Liberia,148,3.533,0.11904,0.87212,0.22992,0.33288,0.26655,0.03895
2017,Guinea,149,3.507,0.24455,0.79124,0.19413,0.34859,0.26482,0.11094
2017,Togo,150,3.495,0.30544,0.43188,0.24711,0.38043,0.1969,0.09567
2017,Rwanda,151,3.471,0.36875,0.94571,0.32642,0.58184,0.25276,0.45522
2017,Syria,152,3.462,0.77715,0.3961,0.50053,0.08154,0.49366,0.15135
2017,Tanzania,153,3.349,0.51114,1.04199,0.36451,0.39002,0.35426,0.06604
2017,Burundi,154,2.905,0.09162,0.62979,0.15161,0.0599,0.20444,0.08415
2017,Central African Republic,155,2.693,0.0,0.0,0.01877,0.27084,0.28088,0.05657
2018,Finland,1,7.632,1.305,1.592,0.874,0.681,0.202,0.393
2018,Norway,2,7.594,1.456,1.582,0.861,0.686,0.286,0.34
2018,Denmark,3,7.555,1.351,1.59,0.868,0.683,0.284,0.408
2018,Iceland,4,7.495,1.343,1.644,0.914,0.677,0.353,0.138
2018,Switzerland,5,7.487,1.42,1.549,0.927,0.66,0.256,0.357
2018,Netherlands,6,7.441,1.361,1.488,0.878,0.638,0.333,0.295
2018,Canada,7,7.328,1.33,1.532,0.896,0.653,0.321,0.291
2018,New Zealand,8,7.324,1.268,1.601,0.876,0.669,0.365,0.389
2018,Sweden,9,7.314,1.355,1.501,0.913,0.659,0.285,0.383
2018,Australia,10,7.272,1.34,1.573,0.91,0.647,0.361,0.302
2018,United Kingdom,11,7.19,1.244,1.433,0.888,0.464,0.262,0.082
2018,Austria,12,7.139,1.341,1.504,0.891,0.617,0.242,0.224
2018,Costa Rica,13,7.072,1.01,1.459,0.817,0.632,0.143,0.101
2018,Ireland,14,6.977,1.448,1.583,0.876,0.614,0.307,0.306
2018,Germany,15,6.965,1.34,1.474,0.861,0.586,0.273,0.28
2018,Belgium,16,6.927,1.324,1.483,0.894,0.583,0.188,0.24
2018,Luxembourg,17,6.91,1.576,1.52,0.896,0.632,0.196,0.321
2018,United States,18,6.886,1.398,1.471,0.819,0.547,0.291,0.133
2018,Israel,19,6.814,1.301,1.559,0.883,0.533,0.354,0.272
2018,Czech Republic,21,6.711,1.233,1.489,0.854,0.543,0.064,0.034
2018,Malta,22,6.627,1.27,1.525,0.884,0.645,0.376,0.142
2018,France,23,6.489,1.293,1.466,0.908,0.52,0.098,0.176
2018,Mexico,24,6.488,1.038,1.252,0.761,0.479,0.069,0.095
2018,Chile,25,6.476,1.131,1.331,0.808,0.431,0.197,0.061
2018,Taiwan,26,6.441,1.365,1.436,0.857,0.418,0.151,0.078
2018,Panama,27,6.43,1.112,1.438,0.759,0.597,0.125,0.063
2018,Brazil,28,6.419,0.986,1.474,0.675,0.493,0.11,0.088
2018,Argentina,29,6.388,1.073,1.468,0.744,0.57,0.062,0.054
2018,Guatemala,30,6.382,0.781,1.268,0.608,0.604,0.179,0.071
2018,Uruguay,31,6.379,1.093,1.459,0.771,0.625,0.13,0.155
2018,Qatar,32,6.374,1.649,1.303,0.748,0.654,0.256,0.171
2018,Saudi Arabia,33,6.371,1.379,1.331,0.633,0.509,0.098,0.127
2018,Singapore,34,6.343,1.529,1.451,1.008,0.631,0.261,0.457
2018,Malaysia,35,6.322,1.161,1.258,0.669,0.356,0.311,0.059
2018,Spain,36,6.31,1.251,1.538,0.965,0.449,0.142,0.074
2018,Colombia,37,6.26,0.96,1.439,0.635,0.531,0.099,0.039
2018,Trinidad & Tobago,38,6.192,1.223,1.492,0.564,0.575,0.171,0.019
2018,Slovakia,39,6.173,1.21,1.537,0.776,0.354,0.118,0.014
2018,El Salvador,40,6.167,0.806,1.231,0.639,0.461,0.065,0.082
2018,Nicaragua,41,6.141,0.668,1.319,0.7,0.527,0.208,0.128
2018,Poland,42,6.123,1.176,1.448,0.781,0.546,0.108,0.064
2018,Bahrain,43,6.105,1.338,1.366,0.698,0.594,0.243,0.123
2018,Uzbekistan,44,6.096,0.719,1.584,0.605,0.724,0.328,0.259
2018,Kuwait,45,6.083,1.474,1.301,0.675,0.554,0.167,0.106
2018,Thailand,46,6.072,1.016,1.417,0.707,0.637,0.364,0.029
2018,Italy,47,6.0,1.264,1.501,0.946,0.281,0.137,0.028
2018,Ecuador,48,5.973,0.889,1.33,0.736,0.556,0.114,0.12
2018,Belize,49,5.956,0.807,1.101,0.474,0.593,0.183,0.089
2018,Lithuania,50,5.952,1.197,1.527,0.716,0.35,0.026,0.006
2018,Slovenia,51,5.948,1.219,1.506,0.856,0.633,0.16,0.051
2018,Romania,52,5.945,1.116,1.219,0.726,0.528,0.088,0.001
2018,Latvia,53,5.933,1.148,1.454,0.671,0.363,0.092,0.066
2018,Japan,54,5.915,1.294,1.462,0.988,0.553,0.079,0.15
2018,Mauritius,55,5.891,1.09,1.387,0.684,0.584,0.245,0.05
2018,Jamaica,56,5.89,0.819,1.493,0.693,0.575,0.096,0.031
2018,South Korea,57,5.875,1.266,1.204,0.955,0.244,0.175,0.051
2018,Northern Cyprus,58,5.835,1.229,1.211,0.909,0.495,0.179,0.154
2018,Russia,59,5.81,1.151,1.479,0.599,0.399,0.065,0.025
2018,Kazakhstan,60,5.79,1.143,1.516,0.631,0.454,0.148,0.121
2018,Cyprus,61,5.762,1.229,1.191,0.909,0.423,0.202,0.035
2018,Bolivia,62,5.752,0.751,1.223,0.508,0.606,0.141,0.054
2018,Estonia,63,5.739,1.2,1.532,0.737,0.553,0.086,0.174
2018,Paraguay,64,5.681,0.835,1.522,0.615,0.541,0.162,0.074
2018,Peru,65,5.663,0.934,1.249,0.674,0.53,0.092,0.034
2018,Kosovo,66,5.662,0.855,1.23,0.578,0.448,0.274,0.023
2018,Moldova,67,5.64,0.657,1.301,0.62,0.232,0.171,0.0
2018,Turkmenistan,68,5.636,1.016,1.533,0.517,0.417,0.199,0.037
2018,Hungary,69,5.62,1.171,1.401,0.732,0.259,0.061,0.022
2018,Libya,70,5.566,0.985,1.35,0.553,0.496,0.116,0.148
2018,Philippines,71,5.524,0.775,1.312,0.513,0.643,0.12,0.105
2018,Honduras,72,5.504,0.62,1.205,0.622,0.459,0.197,0.074
2018,Belarus,73,5.483,1.039,1.498,0.7,0.307,0.101,0.154
2018,Turkey,74,5.483,1.148,1.38,0.686,0.324,0.106,0.109
2018,Pakistan,75,5.472,0.652,0.81,0.424,0.334,0.216,0.113
2018,Hong Kong,76,5.43,1.405,1.29,1.03,0.524,0.246,0.291
2018,Portugal,77,5.41,1.188,1.429,0.884,0.562,0.055,0.017
2018,Serbia,78,5.398,0.975,1.369,0.685,0.288,0.134,0.043
2018,Greece,79,5.358,1.154,1.202,0.879,0.131,0.0,0.044
2018,Lebanon,80,5.358,0.965,1.179,0.785,0.503,0.214,0.136
2018,Montenegro,81,5.347,1.017,1.279,0.729,0.259,0.111,0.081
2018,Croatia,82,5.321,1.115,1.161,0.737,0.38,0.12,0.039
2018,Dominican Republic,83,5.302,0.982,1.441,0.614,0.578,0.12,0.106
2018,Algeria,84,5.295,0.979,1.154,0.687,0.077,0.055,0.135
2018,Morocco,85,5.254,0.779,0.797,0.669,0.46,0.026,0.074
2018,China,86,5.246,0.989,1.142,0.799,0.597,0.029,0.103
2018,Azerbaijan,87,5.201,1.024,1.161,0.603,0.43,0.031,0.176
2018,Tajikistan,88,5.199,0.474,1.166,0.598,0.292,0.187,0.034
2018,Macedonia,89,5.185,0.959,1.239,0.691,0.394,0.173,0.052
2018,Jordan,90,5.161,0.822,1.265,0.645,0.468,0.13,0.134
2018,Nigeria,91,5.155,0.689,1.172,0.048,0.462,0.201,0.032
2018,Kyrgyzstan,92,5.131,0.53,1.416,0.594,0.54,0.281,0.035
2018,Bosnia and Herzegovina,93,5.129,0.915,1.078,0.758,0.28,0.216,0.0
2018,Mongolia,94,5.125,0.914,1.517,0.575,0.395,0.253,0.032
2018,Vietnam,95,5.103,0.715,1.365,0.702,0.618,0.177,0.079
2018,Indonesia,96,5.093,0.899,1.215,0.522,0.538,0.484,0.018
2018,Bhutan,97,5.082,0.796,1.335,0.527,0.541,0.364,0.171
2018,Somalia,98,4.982,0.0,0.712,0.115,0.674,0.238,0.282
2018,Cameroon,99,4.975,0.535,0.891,0.182,0.454,0.183,0.043
2018,Bulgaria,100,4.933,1.054,1.515,0.712,0.359,0.064,0.009
2018,Nepal,101,4.88,0.425,1.228,0.539,0.526,0.302,0.078
2018,Venezuela,102,4.806,0.996,1.469,0.657,0.133,0.056,0.052
2018,Gabon,103,4.758,1.036,1.164,0.404,0.356,0.032,0.052
2018,Palestinian Territories,104,4.743,0.642,1.217,0.602,0.266,0.086,0.076
2018,South Africa,105,4.724,0.94,1.41,0.33,0.516,0.103,0.056
2018,Iran,106,4.707,1.059,0.771,0.691,0.459,0.282,0.129
2018,Ivory Coast,107,4.671,0.541,0.872,0.08,0.467,0.146,0.103
2018,Ghana,108,4.657,0.592,0.896,0.337,0.499,0.212,0.029
2018,Senegal,109,4.631,0.429,1.117,0.433,0.406,0.138,0.082
2018,Laos,110,4.623,0.72,1.034,0.441,0.626,0.23,0.174
2018,Tunisia,111,4.592,0.9,0.906,0.69,0.271,0.04,0.063
2018,Albania,112,4.586,0.916,0.817,0.79,0.419,0.149,0.032
2018,Sierra Leone,113,4.571,0.256,0.813,0.0,0.355,0.238,0.053
2018,Congo (Brazzaville),114,4.559,0.682,0.811,0.343,0.514,0.091,0.077
2018,Bangladesh,115,4.5,0.532,0.85,0.579,0.58,0.153,0.144
2018,Sri Lanka,116,4.471,0.918,1.314,0.672,0.585,0.307,0.05
2018,Iraq,117,4.456,1.01,0.971,0.536,0.304,0.148,0.095
2018,Mali,118,4.447,0.37,1.233,0.152,0.367,0.139,0.056
2018,Namibia,119,4.441,0.874,1.281,0.365,0.519,0.051,0.064
2018,Cambodia,120,4.433,0.549,1.088,0.457,0.696,0.256,0.065
2018,Burkina Faso,121,4.424,0.314,1.097,0.254,0.312,0.175,0.128
2018,Egypt,122,4.419,0.885,1.025,0.553,0.312,0.092,0.107
2018,Mozambique,123,4.417,0.198,0.902,0.173,0.531,0.206,0.158
2018,Kenya,124,4.41,0.493,1.048,0.454,0.504,0.352,0.055
2018,Zambia,125,4.377,0.562,1.047,0.295,0.503,0.221,0.082
2018,Mauritania,126,4.356,0.557,1.245,0.292,0.129,0.134,0.093
2018,Ethiopia,127,4.35,0.308,0.95,0.391,0.452,0.22,0.146
2018,Georgia,128,4.34,0.853,0.592,0.643,0.375,0.038,0.215
2018,Armenia,129,4.321,0.816,0.99,0.666,0.26,0.077,0.028
2018,Myanmar,130,4.308,0.682,1.174,0.429,0.58,0.598,0.178
2018,Chad,131,4.301,0.358,0.907,0.053,0.189,0.181,0.06
2018,Congo (Kinshasa),132,4.245,0.069,1.136,0.204,0.312,0.197,0.052
2018,India,133,4.19,0.721,0.747,0.485,0.539,0.172,0.093
2018,Niger,134,4.166,0.131,0.867,0.221,0.39,0.175,0.099
2018,Uganda,135,4.161,0.322,1.09,0.237,0.45,0.259,0.061
2018,Benin,136,4.141,0.378,0.372,0.24,0.44,0.163,0.067
2018,Sudan,137,4.139,0.605,1.24,0.312,0.016,0.134,0.082
2018,Ukraine,138,4.103,0.793,1.413,0.609,0.163,0.187,0.011
2018,Togo,139,3.999,0.259,0.474,0.253,0.434,0.158,0.101
2018,Guinea,140,3.964,0.344,0.792,0.211,0.394,0.185,0.094
2018,Lesotho,141,3.808,0.472,1.215,0.079,0.423,0.116,0.112
2018,Angola,142,3.795,0.73,1.125,0.269,0.0,0.079,0.061
2018,Madagascar,143,3.774,0.262,0.908,0.402,0.221,0.155,0.049
2018,Zimbabwe,144,3.692,0.357,1.094,0.248,0.406,0.132,0.099
2018,Afghanistan,145,3.632,0.332,0.537,0.255,0.085,0.191,0.036
2018,Botswana,146,3.59,1.017,1.174,0.417,0.557,0.042,0.092
2018,Malawi,147,3.587,0.186,0.541,0.306,0.531,0.21,0.08
2018,Haiti,148,3.582,0.315,0.714,0.289,0.025,0.392,0.104
2018,Liberia,149,3.495,0.076,0.858,0.267,0.419,0.206,0.03
2018,Syria,150,3.462,0.689,0.382,0.539,0.088,0.376,0.144
2018,Rwanda,151,3.408,0.332,0.896,0.4,0.636,0.2,0.444
2018,Yemen,152,3.355,0.442,1.073,0.343,0.244,0.083,0.064
2018,Tanzania,153,3.303,0.455,0.991,0.381,0.481,0.27,0.097
2018,South Sudan,154,3.254,0.337,0.608,0.177,0.112,0.224,0.106
2018,Central African Republic,155,3.083,0.024,0.0,0.01,0.305,0.218,0.038
2018,Burundi,156,2.905,0.091,0.627,0.145,0.065,0.149,0.076
2019,Finland,1,7.769,1.34,1.587,0.986,0.596,0.153,0.393
2019,Denmark,2,7.6,1.383,1.573,0.996,0.592,0.252,0.41
2019,Norway,3,7.554,1.488,1.582,1.028,0.603,0.271,0.341
2019,Iceland,4,7.494,1.38,1.624,1.026,0.591,0.354,0.118
2019,Netherlands,5,7.488,1.396,1.522,0.999,0.557,0.322,0.298
2019,Switzerland,6,7.48,1.452,1.526,1.052,0.572,0.263,0.343
2019,Sweden,7,7.343,1.387,1.487,1.009,0.574,0.267,0.373
2019,New Zealand,8,7.307,1.303,1.557,1.026,0.585,0.33,0.38
2019,Canada,9,7.278,1.365,1.505,1.039,0.584,0.285,0.308
2019,Austria,10,7.246,1.376,1.475,1.016,0.532,0.244,0.226
2019,Australia,11,7.228,1.372,1.548,1.036,0.557,0.332,0.29
2019,Costa Rica,12,7.167,1.034,1.441,0.963,0.558,0.144,0.093
2019,Israel,13,7.139,1.276,1.455,1.029,0.371,0.261,0.082
2019,Luxembourg,14,7.09,1.609,1.479,1.012,0.526,0.194,0.316
2019,United Kingdom,15,7.054,1.333,1.538,0.996,0.45,0.348,0.278
2019,Ireland,16,7.021,1.499,1.553,0.999,0.516,0.298,0.31
2019,Germany,17,6.985,1.373,1.454,0.987,0.495,0.261,0.265
2019,Belgium,18,6.923,1.356,1.504,0.986,0.473,0.16,0.21
2019,United States,19,6.892,1.433,1.457,0.874,0.454,0.28,0.128
2019,Czech Republic,20,6.852,1.269,1.487,0.92,0.457,0.046,0.036
2019,United Arab Emirates,21,6.825,1.503,1.31,0.825,0.598,0.262,0.182
2019,Malta,22,6.726,1.3,1.52,0.999,0.564,0.375,0.151
2019,Mexico,23,6.595,1.07,1.323,0.861,0.433,0.074,0.073
2019,France,24,6.592,1.324,1.472,1.045,0.436,0.111,0.183
